연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목
2,강화군,병원,강화병원,인천광역시 강화군 강화읍 강화대로312번길 11,24.0,98.0,응급의학과
2,강화군,병원,강화병원,인천광역시 강화군 강화읍 강화대로312번길 11,24.0,98.0,피부/비뇨기과
2,강화군,병원,강화병원,인천광역시 강화군 강화읍 강화대로312번길 11,24.0,98.0,흉부외과
2,강화군,병원,강화병원,인천광역시 강화군 강화읍 강화대로312번길 11,24.0,98.0,안과
2,강화군,병원,강화병원,인천광역시 강화군 강화읍 강화대로312번길 11,24.0,98.0,가정의학과
3,강화군,정신병원,해주병원,인천광역시 강화군 하점면 창후로 286,33.0,180.0,정신건강의학과
4,강화군,요양병원,의료법인우진의료재단한길병원,인천광역시 강화군 송해면 강화대로 902,12.0,71.0,이비인후과
4,강화군,요양병원,의료법인우진의료재단한길병원,인천광역시 강화군 송해면 강화대로 902,12.0,71.0,내과
4,강화군,요양병원,의료법인우진의료재단한길병원,인천광역시 강화군 송해면 강화대로 902,12.0,71.0,외과
4,강화군,요양병원,의료법인우진의료재단한길병원,인천광역시 강화군 송해면 강화대로 902,12.0,71.0,비뇨의학과
4,강화군,요양병원,의료법인우진의료재단한길병원,인천광역시 강화군 송해면 강화대로 902,12.0,71.0,신경과
4,강화군,요양병원,의료법인우진의료재단한길병원,인천광역시 강화군 송해면 강화대로 902,12.0,71.0,가정의학과
5,강화군,요양병원,강화희망요양병원,인천광역시 강화군 송해면 강화대로 743,17.0,90.0,가정의학과
5,강화군,요양병원,강화희망요양병원,인천광역시 강화군 송해면 강화대로 743,17.0,90.0,재활의학과
5,강화군,요양병원,강화희망요양병원,인천광역시 강화군 송해면 강화대로 743,17.0,90.0,피부과
5,강화군,요양병원,강화희망요양병원,인천광역시 강화군 송해면 강화대로 743,17.0,90.0,외과
5,강화군,요양병원,강화희망요양병원,인천광역시 강화군 송해면 강화대로 743,17.0,90.0,신경과
5,강화군,요양병원,강화희망요양병원,인천광역시 강화군 송해면 강화대로 743,17.0,90.0,내과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,침구과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,사상체질과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,한방재활의학과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,한방신경정신과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,한방안·이비인후·피부과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,한방내과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,응급의학과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,가정의학과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,재활의학과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,신경외과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,정형외과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,외과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,신경과
6,강화군,요양병원,올바른 요양병원,인천광역시 강화군 강화읍 강화대로 393번길 5,20.0,104.0,내과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,내과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,신경과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,외과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,정형외과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,흉부외과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,성형외과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,소아청소년과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,안과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,이비인후과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,피부과
7,강화군,요양병원,강화요양병원,인천광역시 강화군 강화동로 181,32.0,110.0,재활의학과
8,강화군,치과의원,강화바른치과의원,"인천광역시 강화군 강화읍 남문로 74, 2층",0.0,0.0,치과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,예방치과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,구강병리과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,영상치의학과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,구강내과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,치과보존과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,치주과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,소아치과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,치과교정과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,치과보철과
9,강화군,치과의원,강화본치과의원,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 3층",0.0,0.0,구강악안면외과
10,강화군,치과의원,강화 탑치과의원,"인천광역시 강화군 강화읍 강화대로 403, 2층",0.0,0.0,치과
11,강화군,치과의원,서울경로치과의원,인천광역시 강화군 강화읍 강화대로 361,0.0,0.0,치과
12,강화군,치과의원,건플란트치과의원,인천광역시 강화군 길상면 온수길 23,0.0,0.0,치과
13,강화군,치과의원,서울미소치과의원,인천광역시 강화군 강화읍 강화대로 398,0.0,0.0,치과
14,강화군,치과의원,온수플러스치과의원,인천광역시 강화군 길상면 길상로 317,0.0,0.0,치과
15,강화군,치과의원,강화치과의원,"인천광역시 강화군 강화읍 강화대로404번길 5, 6층",0.0,0.0,치과
16,강화군,치과의원,이편한치과의원,"인천광역시 강화군 강화읍 강화대로 395, 3층",0.0,0.0,치과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,예방치과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,구강병리과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,영상치의학과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,구강내과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,치과보존과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,치주과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,소아치과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,치과교정과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,치과보철과
17,강화군,치과의원,이사랑치과의원,인천광역시 강화군 강화읍 중앙로 31 (금강빌딩),0.0,0.0,구강악안면외과
18,강화군,치과의원,고려치과의원,인천광역시 강화군 강화읍 동문안길 9-1,0.0,0.0,치과
19,강화군,치과의원,서울치과의원,"인천광역시 강화군 강화읍 중앙로 43, 2층 204호",0.0,0.0,치과
20,강화군,치과의원,연세치과의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,치과
21,강화군,치과의원,오치과의원,인천광역시 강화군 강화읍 강화대로404번길 4,0.0,0.0,치과
22,강화군,치과의원,마리치과의원,인천광역시 강화군 강화읍 강화대로 410,0.0,0.0,치과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,비뇨의학과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,피부과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,이비인후과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,소아청소년과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,마취통증의학과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,흉부외과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,신경외과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,정형외과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,외과
23,강화군,의원,길상의원,"인천광역시 강화군 길상면 온수길 23, 2층",0.0,0.0,내과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,재활의학과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,비뇨의학과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,피부과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,이비인후과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,소아청소년과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,마취통증의학과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,신경외과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,정형외과
24,강화군,의원,본 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,내과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,진단검사의학과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,영상의학과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,비뇨의학과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,피부과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,이비인후과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,소아청소년과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,정형외과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,정신건강의학과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,신경과
25,강화군,의원,임성식 내과의원,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",0.0,0.0,내과
26,강화군,의원,임용철마취통증의학과의원,"인천광역시 강화군 강화읍 강화대로 395, 5층 502호 (준프라자빌딩)",0.0,0.0,재활의학과
26,강화군,의원,임용철마취통증의학과의원,"인천광역시 강화군 강화읍 강화대로 395, 5층 502호 (준프라자빌딩)",0.0,0.0,마취통증의학과
26,강화군,의원,임용철마취통증의학과의원,"인천광역시 강화군 강화읍 강화대로 395, 5층 502호 (준프라자빌딩)",0.0,0.0,정형외과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,가정의학과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,내과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,정형외과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,마취통증의학과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,이비인후과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,신경외과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,피부과
27,강화군,의원,큰나무 의원,인천광역시 강화군 강화읍 중앙로 9,0.0,0.0,소아청소년과
28,강화군,의원,정 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,비뇨의학과
28,강화군,의원,정 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,피부과
28,강화군,의원,정 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,이비인후과
28,강화군,의원,정 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,소아청소년과
28,강화군,의원,정 의원,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩),0.0,0.0,내과
29,강화군,의원,유여성 의원,인천광역시 강화군 강화읍 강화대로 410,0.0,0.0,산부인과
30,강화군,의원,강화연세안과의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,안과
31,강화군,의원,드림 소아청소년과의원,인천광역시 강화군 강화읍 동문안길 9-1,0.0,0.0,소아청소년과
31,강화군,의원,드림 소아청소년과의원,인천광역시 강화군 강화읍 동문안길 9-1,0.0,0.0,내과
32,강화군,의원,수이비인후과의원,인천광역시 강화군 강화읍 강화대로 402,0.0,0.0,이비인후과
33,강화군,의원,유안과의원,인천광역시 강화군 강화읍 강화대로 412-1,0.0,0.0,안과
34,강화군,의원,에바다의원,인천광역시 강화군 강화읍 중앙로 25,0.0,0.0,내과
34,강화군,의원,에바다의원,인천광역시 강화군 강화읍 중앙로 25,0.0,0.0,소아청소년과
34,강화군,의원,에바다의원,인천광역시 강화군 강화읍 중앙로 25,0.0,0.0,가정의학과
34,강화군,의원,에바다의원,인천광역시 강화군 강화읍 중앙로 25,0.0,0.0,산부인과
35,강화군,의원,강화튼튼신경외과의원,인천광역시 강화군 강화읍 강화대로 387,0.0,0.0,재활의학과
35,강화군,의원,강화튼튼신경외과의원,인천광역시 강화군 강화읍 강화대로 387,0.0,0.0,마취통증의학과
35,강화군,의원,강화튼튼신경외과의원,인천광역시 강화군 강화읍 강화대로 387,0.0,0.0,신경외과
35,강화군,의원,강화튼튼신경외과의원,인천광역시 강화군 강화읍 강화대로 387,0.0,0.0,정형외과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,내과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,가정의학과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,정형외과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,성형외과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,신경과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,비뇨의학과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,소아청소년과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,피부과
36,강화군,의원,인성의원,인천광역시 강화군 강화읍 중앙로 23 (인성의원),1.0,2.0,이비인후과
37,강화군,의원,현대내과의원,인천광역시 강화군 강화읍 강화대로 410 (정프라자),0.0,0.0,내과
38,강화군,의원,제일성모의원,인천광역시 강화군 강화읍 중앙로 27,0.0,0.0,소아청소년과
38,강화군,의원,제일성모의원,인천광역시 강화군 강화읍 중앙로 27,0.0,0.0,정형외과
38,강화군,의원,제일성모의원,인천광역시 강화군 강화읍 중앙로 27,0.0,0.0,외과
38,강화군,의원,제일성모의원,인천광역시 강화군 강화읍 중앙로 27,0.0,0.0,내과
39,강화군,의원,강화신경외과의원,인천광역시 강화군 강화읍 중앙로 45,9.0,29.0,신경외과
40,강화군,의원,중앙의원,인천광역시 강화군 강화읍 강화대로 412,0.0,0.0,내과
41,강화군,의원,온수의원,인천광역시 강화군 길상면 온수길36번길 2,0.0,0.0,내과
42,강화군,의원,남궁내과의원,인천광역시 강화군 강화읍 강화대로 422,0.0,0.0,내과
43,강화군,의원,마음튼튼의원,인천광역시 강화군 강화읍 중앙로 27 성용프라자 3층,0.0,0.0,내과
43,강화군,의원,마음튼튼의원,인천광역시 강화군 강화읍 중앙로 27 성용프라자 3층,0.0,0.0,신경과
43,강화군,의원,마음튼튼의원,인천광역시 강화군 강화읍 중앙로 27 성용프라자 3층,0.0,0.0,정신건강의학과
43,강화군,의원,마음튼튼의원,인천광역시 강화군 강화읍 중앙로 27 성용프라자 3층,0.0,0.0,가정의학과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,침구과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,사상체질과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,한방재활의학과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,한방신경정신과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,한방안·이비인후·피부과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,한방소아과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,한방부인과
44,강화군,한의원,채준환한의원,인천광역시 강화군 화도면 마니산로 716,0.0,0.0,한방내과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,침구과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,사상체질과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,한방재활의학과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,한방신경정신과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,한방안·이비인후·피부과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,한방소아과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,한방부인과
45,강화군,한의원,더조은365한의원,"인천광역시 강화군 강화읍 충렬사로 25, 3층 303호",0.0,0.0,한방내과
46,강화군,한의원,우리한의원,인천광역시 강화군 강화읍 강화대로 416,0.0,0.0,한방내과
46,강화군,한의원,우리한의원,인천광역시 강화군 강화읍 강화대로 416,0.0,0.0,침구과
46,강화군,한의원,우리한의원,인천광역시 강화군 강화읍 강화대로 416,0.0,0.0,한방재활의학과
46,강화군,한의원,우리한의원,인천광역시 강화군 강화읍 강화대로 416,0.0,0.0,한방부인과
46,강화군,한의원,우리한의원,인천광역시 강화군 강화읍 강화대로 416,0.0,0.0,한방소아과
46,강화군,한의원,우리한의원,인천광역시 강화군 강화읍 강화대로 416,0.0,0.0,한방안·이비인후·피부과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,한방내과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,한방부인과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,한방소아과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,한방안·이비인후·피부과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,한방재활의학과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,사상체질과
47,강화군,한의원,성심한의원,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",0.0,0.0,침구과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,한방내과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,한방부인과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,한방소아과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,한방안·이비인후·피부과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,한방신경정신과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,한방재활의학과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,침구과
48,강화군,한의원,용정한의원,인천광역시 강화군 강화읍 갑룡길 118,0.0,0.0,사상체질과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,한방내과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,한방안·이비인후·피부과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,사상체질과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,한방부인과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,한방신경정신과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,침구과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,한방소아과
49,강화군,한의원,제일한의원,인천광역시 강화군 강화읍 신문길 4,0.0,0.0,한방재활의학과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,한방내과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,한방안·이비인후·피부과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,사상체질과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,한방부인과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,한방신경정신과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,침구과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,한방소아과
50,강화군,한의원,경희새벽한의원,인천광역시 강화군 강화읍 중앙로 23,0.0,0.0,한방재활의학과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,한방내과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,한방안·이비인후·피부과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,사상체질과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,한방부인과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,한방신경정신과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,침구과
51,강화군,한의원,경희백향한의원,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",0.0,0.0,한방소아과
